Country Name	Country Code	Series Name	Series Code	Time	Time Code	Value
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1980	YR1980	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1981	YR1981	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1982	YR1982	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1983	YR1983	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1984	YR1984	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1985	YR1985	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1986	YR1986	37.5
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1987	YR1987	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1988	YR1988	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1989	YR1989	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1990	YR1990	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1991	YR1991	38.2
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1992	YR1992	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1993	YR1993	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1994	YR1994	40.2
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1995	YR1995	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1996	YR1996	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1997	YR1997	40.8
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1998	YR1998	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1999	YR1999	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2000	YR2000	40.4
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2001	YR2001	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2002	YR2002	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2003	YR2003	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2004	YR2004	40.5
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2005	YR2005	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2006	YR2006	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2007	YR2007	41.1
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2008	YR2008	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2009	YR2009	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2010	YR2010	40.4
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2011	YR2011	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2012	YR2012	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2013	YR2013	41
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2014	YR2014	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2015	YR2015	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2016	YR2016	41.5
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2017	YR2017	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2018	YR2018	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	2019	YR2019	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1970	YR1970	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1971	YR1971	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1972	YR1972	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1973	YR1973	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1974	YR1974	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1975	YR1975	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1976	YR1976	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1977	YR1977	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1978	YR1978	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1979	YR1979	1.2
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1980	YR1980	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1981	YR1981	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1982	YR1982	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1983	YR1983	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1984	YR1984	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1985	YR1985	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1986	YR1986	1.2
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1987	YR1987	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1988	YR1988	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1989	YR1989	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1990	YR1990	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1991	YR1991	1.5
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1992	YR1992	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1993	YR1993	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1994	YR1994	1.5
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1995	YR1995	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1996	YR1996	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1997	YR1997	1.5
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1998	YR1998	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	1999	YR1999	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2000	YR2000	1.5
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2001	YR2001	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2002	YR2002	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2003	YR2003	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2004	YR2004	2
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2005	YR2005	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2006	YR2006	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2007	YR2007	1.7
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2008	YR2008	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2009	YR2009	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2010	YR2010	2
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2011	YR2011	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2012	YR2012	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2013	YR2013	2
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2014	YR2014	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2015	YR2015	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2016	YR2016	2
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2017	YR2017	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2018	YR2018	
United States	USA	Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC	2019	YR2019	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1970	YR1970	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1971	YR1971	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1972	YR1972	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1973	YR1973	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1974	YR1974	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1975	YR1975	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1976	YR1976	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1977	YR1977	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1978	YR1978	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1979	YR1979	0.7
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1980	YR1980	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1981	YR1981	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1982	YR1982	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1983	YR1983	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1984	YR1984	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1985	YR1985	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1986	YR1986	0.7
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1987	YR1987	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1988	YR1988	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1989	YR1989	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1990	YR1990	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1991	YR1991	0.7
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1992	YR1992	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1993	YR1993	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1994	YR1994	1
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1995	YR1995	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1996	YR1996	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1997	YR1997	1
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1998	YR1998	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1999	YR1999	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2000	YR2000	1
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2001	YR2001	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2002	YR2002	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2003	YR2003	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2004	YR2004	1.2
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2005	YR2005	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2006	YR2006	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2007	YR2007	1.2
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2008	YR2008	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2009	YR2009	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2010	YR2010	1.2
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2011	YR2011	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2012	YR2012	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2013	YR2013	1.2
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2014	YR2014	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2015	YR2015	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2016	YR2016	1.5
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2017	YR2017	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2018	YR2018	
United States	USA	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2019	YR2019	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1970	YR1970	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1971	YR1971	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1972	YR1972	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1973	YR1973	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1974	YR1974	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1975	YR1975	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1976	YR1976	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1977	YR1977	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1978	YR1978	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1979	YR1979	0.5
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1980	YR1980	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1981	YR1981	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1982	YR1982	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1983	YR1983	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1984	YR1984	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1985	YR1985	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1986	YR1986	0.5
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1987	YR1987	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1988	YR1988	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1989	YR1989	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1990	YR1990	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1991	YR1991	0.5
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1992	YR1992	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1993	YR1993	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1994	YR1994	0.7
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1995	YR1995	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1996	YR1996	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1997	YR1997	0.7
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1998	YR1998	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1999	YR1999	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2000	YR2000	0.7
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2001	YR2001	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2002	YR2002	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2003	YR2003	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2004	YR2004	1
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2005	YR2005	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2006	YR2006	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2007	YR2007	1
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2008	YR2008	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2009	YR2009	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2010	YR2010	1
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2011	YR2011	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2012	YR2012	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2013	YR2013	1
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2014	YR2014	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2015	YR2015	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2016	YR2016	1.2
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2017	YR2017	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2018	YR2018	
United States	USA	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2019	YR2019	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1970	YR1970	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1971	YR1971	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1972	YR1972	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1973	YR1973	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1974	YR1974	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1975	YR1975	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1976	YR1976	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1977	YR1977	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1978	YR1978	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1979	YR1979	25.3
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1980	YR1980	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1981	YR1981	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1982	YR1982	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1983	YR1983	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1984	YR1984	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1985	YR1985	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1986	YR1986	26.8
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1987	YR1987	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1988	YR1988	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1989	YR1989	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1990	YR1990	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1991	YR1991	27.6
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1992	YR1992	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1993	YR1993	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1994	YR1994	29.7
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1995	YR1995	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1996	YR1996	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1997	YR1997	30.5
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1998	YR1998	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	1999	YR1999	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2000	YR2000	30.4
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2001	YR2001	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2002	YR2002	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2003	YR2003	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2004	YR2004	30.2
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2005	YR2005	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2006	YR2006	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2007	YR2007	30.5
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2008	YR2008	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2009	YR2009	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2010	YR2010	29.4
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2011	YR2011	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2012	YR2012	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2013	YR2013	30.1
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2014	YR2014	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2015	YR2015	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2016	YR2016	30.6
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2017	YR2017	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2018	YR2018	
United States	USA	Income share held by highest 10%	SI.DST.10TH.10	2019	YR2019	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1970	YR1970	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1971	YR1971	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1972	YR1972	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1973	YR1973	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1974	YR1974	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1975	YR1975	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1976	YR1976	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1977	YR1977	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1978	YR1978	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1979	YR1979	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1980	YR1980	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1981	YR1981	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1982	YR1982	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1983	YR1983	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1984	YR1984	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1985	YR1985	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1986	YR1986	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1987	YR1987	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1988	YR1988	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1989	YR1989	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1990	YR1990	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1991	YR1991	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1992	YR1992	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1993	YR1993	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1994	YR1994	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1995	YR1995	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1996	YR1996	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1997	YR1997	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1998	YR1998	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	1999	YR1999	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	2000	YR2000	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	2001	YR2001	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	2002	YR2002	
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	2003	YR2003	27.6
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	2004	YR2004	31.6
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	2005	YR2005	30.6
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	2006	YR2006	26.4
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	2007	YR2007	27.1
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	2008	YR2008	27
Norway	NOR	GINI index (World Bank estimate)	SI.POV.GINI	2009	YR2009	26.2
